input_geo,indicator_name,value,indicator_subgroup,indicator_group,year,source_name,indicator_topic,indicator_subtopic,geo_name,geo_code,geo_iso,geo_parent,geo_level
Syria,feed-in tariff/ premium payment,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Serbia,688.0,RS,39.0,5.0
Tajikistan,feed-in tariff/ premium payment,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tajikistan,762.0,TJ,143.0,5.0
Tanzania,feed-in tariff/ premium payment,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tanzania,834.0,TZ,14.0,5.0
Togo,feed-in tariff/ premium payment,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Togo,768.0,TG,11.0,5.0
Uganda,feed-in tariff/ premium payment,1,LOW INCOME,Removed (for policies) / expired (for targets),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uganda,800.0,UG,14.0,5.0
Yemen,feed-in tariff/ premium payment,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Yemen,887.0,YE,145.0,5.0
Zimbabwe,feed-in tariff/ premium payment,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Zimbabwe,716.0,ZW,14.0,5.0
Andorra,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Andorra,20.0,AD,39.0,5.0
Antigua and Barbuda,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Antigua and Barbuda,28.0,AG,29.0,5.0
Argentina,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Argentina,32.0,AR,5.0,5.0
Australia,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Australia,36.0,AU,53.0,5.0
Austria,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Austria,40.0,AT,155.0,5.0
"Bahamas, The",net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahamas,44.0,BS,29.0,5.0
Bahrain,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahrain,48.0,BH,145.0,5.0
Barbados,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Barbados,52.0,BB,29.0,5.0
Belgium,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belgium,56.0,BE,155.0,5.0
Brunei Darussalam,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brunei Darussalam,96.0,BN,35.0,5.0
Canada,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Canada,124.0,CA,21.0,5.0
Chile,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chile,152.0,CL,5.0,5.0
Croatia,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Croatia,191.0,HR,39.0,5.0
Cyprus,net metering/billing,1,HIGH INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cyprus,196.0,CY,145.0,5.0
Czech Republic,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Czech Republic,203.0,CZ,151.0,5.0
Denmark,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Denmark,208.0,DK,154.0,5.0
Estonia,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Estonia,233.0,EE,154.0,5.0
Finland,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Finland,246.0,FI,154.0,5.0
France,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,France,250.0,FR,155.0,5.0
Germany,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Germany,276.0,DE,155.0,5.0
Greece,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Greece,300.0,GR,39.0,5.0
Hungary,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Hungary,348.0,HU,151.0,5.0
Iceland,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iceland,352.0,IS,154.0,5.0
Ireland,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ireland,372.0,IE,154.0,5.0
Israel,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Israel,376.0,IL,145.0,5.0
Italy,net metering/billing,1,HIGH INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Italy,380.0,IT,39.0,5.0
Japan,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Japan,392.0,JP,30.0,5.0
"Korea, Republic of",net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Republic of South Korea,410.0,KR,30.0,5.0
Kuwait,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kuwait,414.0,KW,145.0,5.0
Latvia,net metering/billing,1,HIGH INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Latvia,428.0,LV,154.0,5.0
Liechtenstein,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Liechtenstein,438.0,LI,155.0,5.0
Lithuania,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lithuania,440.0,LT,154.0,5.0
Luxembourg,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Luxembourg,442.0,LU,155.0,5.0
Malta,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malta,470.0,MT,39.0,5.0
Monaco,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Monaco,492.0,MC,155.0,5.0
Netherlands,net metering/billing,1,HIGH INCOME,Removed (for policies) / expired (for targets),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Netherlands,528.0,NL,155.0,5.0
New Zealand,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,New Zealand,554.0,NZ,53.0,5.0
Norway,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Norway,578.0,NO,154.0,5.0
Oman,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Oman,512.0,OM,145.0,5.0
Palau,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Palau,585.0,PW,57.0,5.0
Panama,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Panama,591.0,PA,13.0,5.0
Poland,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Poland,616.0,PL,151.0,5.0
Portugal,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Portugal,620.0,PT,39.0,5.0
Qatar,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Qatar,634.0,QA,145.0,5.0
San Marino,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,San Marino,674.0,SM,39.0,5.0
Saudi Arabia,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saudi Arabia,682.0,SA,145.0,5.0
Seychelles,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Seychelles,690.0,SC,14.0,5.0
Singapore,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Singapore,702.0,SG,35.0,5.0
Slovenia,net metering/billing,1,HIGH INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Slovenia,705.0,SI,39.0,5.0
Spain,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Spain,724.0,ES,39.0,5.0
St. Kitts and Nevis,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Kitts and Nevis,659.0,KN,29.0,5.0
Sweden,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sweden,752.0,SE,154.0,5.0
Switzerland,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Switzerland,756.0,CH,155.0,5.0
Trinidad and Tobago,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Trinidad and Tobago,780.0,TT,29.0,5.0
United Arab Emirates,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Arab Emirates,784.0,AE,145.0,5.0
United Kingdom,net metering/billing,0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Kingdom,826.0,GB,154.0,5.0
United States,net metering/billing,1,HIGH INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United States of America,840.0,US,21.0,5.0
Uruguay,net metering/billing,1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uruguay,858.0,UY,5.0,5.0
Albania,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Albania,8.0,AL,39.0,5.0
Algeria,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Algeria,12.0,DZ,15.0,5.0
Armenia,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Armenia,51.0,AM,145.0,5.0
Azerbaijan,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Azerbaijan,31.0,AZ,145.0,5.0
Belarus,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belarus,112.0,BY,151.0,5.0
Belize,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belize,84.0,BZ,13.0,5.0
Bosnia and Herzegovina,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bosnia and Herzegovina,70.0,BA,39.0,5.0
Botswana,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Botswana,72.0,BW,18.0,5.0
Brazil,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brazil,76.0,BR,5.0,5.0
Bulgaria,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bulgaria,100.0,BG,151.0,5.0
China,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,China,156.0,CN,30.0,5.0
Colombia,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Colombia,170.0,CO,5.0,5.0
Costa Rica,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Costa Rica,188.0,CR,13.0,5.0
Cuba,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cuba,192.0,CU,29.0,5.0
Dominica,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Dominica,212.0,DM,29.0,5.0
Dominican Republic,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Dominican Republic,214.0,DO,29.0,5.0
Ecuador,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ecuador,218.0,EC,5.0,5.0
Equatorial Guinea,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Equatorial Guinea,226.0,GQ,17.0,5.0
Fiji,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Fiji,242.0,FJ,54.0,5.0
Gabon,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Gabon,266.0,GA,17.0,5.0
Grenada,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Grenada,308.0,GD,29.0,5.0
Guatemala,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guatemala,320.0,GT,13.0,5.0
Guyana,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guyana,328.0,GY,5.0,5.0
Iran,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iran,364.0,IR,34.0,5.0
Iraq,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iraq,368.0,IQ,145.0,5.0
Jamaica,net metering/billing,1,UPPER-MIDDLE INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Jamaica,388.0,JM,29.0,5.0
Jordan,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Jordan,400.0,JO,145.0,5.0
Kazakhstan,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kazakhstan,398.0,KZ,143.0,5.0
Lebanon,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lebanon,422.0,LB,145.0,5.0
Libya,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Libya,434.0,LY,15.0,5.0
North Macedonia,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,North Macedonia,807.0,MK,39.0,5.0
Malaysia,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malaysia,458.0,MY,35.0,5.0
Maldives,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Maldives,462.0,MV,34.0,5.0
Marshall Islands,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Marshall Islands,584.0,MH,57.0,5.0
Mauritius,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mauritius,480.0,MU,14.0,5.0
Mexico,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mexico,484.0,MX,13.0,5.0
Montenegro,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Montenegro,499.0,ME,39.0,5.0
Namibia,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Namibia,516.0,NA,18.0,5.0
Nauru,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nauru,520.0,NR,57.0,5.0
Paraguay,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Paraguay,600.0,PY,5.0,5.0
Peru,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Peru,604.0,PE,5.0,5.0
Romania,net metering/billing,1,UPPER-MIDDLE INCOME,Revised (from previously exisiting),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Romania,642.0,RO,151.0,5.0
Russian Federation,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Russian Federation,643.0,RU,151.0,5.0
Samoa,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Samoa,882.0,WS,61.0,5.0
Serbia,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Serbia,688.0,RS,39.0,5.0
South Africa,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,South Africa,710.0,ZA,18.0,5.0
St. Lucia,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Lucia,662.0,LC,29.0,5.0
St. Vincent and the Grenadines,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Vincent and the Grenadines,670.0,VC,29.0,5.0
Suriname,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Suriname,740.0,SR,5.0,5.0
Thailand,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Thailand,764.0,TH,35.0,5.0
Tonga,net metering/billing,0,UPPER-MIDDLE INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tonga,776.0,TO,61.0,5.0
Turkey,net metering/billing,1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Turkey,792.0,TR,145.0,5.0
